"age","year","sex","n","mean_smoke_freq","mean_drink_freq","mean_social_media","mean_online_hrs","mean_sdq_conduct","mean_sdq_emotion","mean_sdq_hyperact","mean_sdq_peers","mean_sdq_prosocial","mean_sdq_total","mean_health","mean_disability","mean_happiness_index","mean_parent_index","mean_sib_index","mean_selfesteem_index","mean_tvhrs_index","mean_leisure_index"
11,2013,"Male",352,1.5,0.0899470899470899,0.481375358166189,1.04761904761905,NA,NA,NA,NA,NA,NA,3.91304347826087,NA,6.01035137701804,3.30945558739255,NA,3.17910851122058,2.21082621082621,1.52826923076923
12,2013,"Female",312,1.28571428571429,0.147540983606557,0.688102893890675,1.44600938967136,NA,NA,NA,NA,NA,NA,3.9025974025974,NA,5.91613247863248,3.20257234726688,NA,3.15254172408513,2.23397435897436,1.55049954065227
12,2013,"Male",339,1,0.161904761904762,0.650887573964497,1.09633027522936,NA,NA,NA,NA,NA,NA,3.86826347305389,NA,5.95545722713864,3.21533923303835,NA,3.22013180272109,2.26775147928994,1.54813102324263
13,2013,"Female",355,1.75,0.360655737704918,0.867231638418079,1.63606557377049,NA,NA,NA,NA,NA,NA,3.59770114942529,NA,5.62269303201507,3.12215909090909,NA,3.04315900149233,2.20762711864407,1.50081950627276
13,2013,"Male",373,1.47368421052632,0.323529411764706,0.803763440860215,1.34563758389262,NA,NA,NA,NA,NA,NA,3.86141304347826,NA,5.82141577060932,3.22311827956989,NA,3.19050207039338,2.30026809651475,1.48691636066636
14,2013,"Female",348,2.2,0.607843137254902,0.876436781609195,1.78032786885246,NA,NA,NA,NA,NA,NA,3.51734104046243,NA,5.56834291187739,2.95689655172414,NA,3.01576094414711,2.27155172413793,1.41876972691094
14,2013,"Male",341,2.1,0.591269841269841,0.86217008797654,1.38775510204082,NA,NA,NA,NA,NA,NA,3.84036144578313,NA,5.80122189638319,3.12647058823529,NA,3.21879021879022,2.19264705882353,1.41852523098792
15,2013,"Female",335,2.60606060606061,0.969230769230769,0.919402985074627,1.83766233766234,NA,NA,NA,NA,NA,NA,3.53474320241692,NA,5.51991991991992,3.01197604790419,NA,2.99053678357571,2.13582089552239,1.40619722094273
15,2013,"Male",347,2.14,0.978102189781022,0.898550724637681,1.49514563106796,NA,NA,NA,NA,NA,NA,3.78466076696165,NA,5.7328530259366,3.01734104046243,NA,3.19985250737463,2.28405797101449,1.37145133053221
16,2013,"Male",1,NA,0,1,2,NA,NA,NA,NA,NA,NA,4,NA,5.83333333333333,3,NA,3.375,2.5,1.2
10,2014,"Female",252,NA,1.15789473684211,0.384920634920635,1.19587628865979,1.9344262295082,2.75409836065574,3.60493827160494,1.6516393442623,8.52868852459016,9.93827160493827,NA,NA,6.20673333333333,2.87317397078353,3.13977272727273,NA,1.76190476190476,NA
10,2014,"Male",302,2.5,0.823529411764706,0.317880794701987,1.06315789473684,2.44520547945205,2.68150684931507,4.2945205479452,1.95205479452055,7.86643835616438,11.3732876712329,NA,NA,6.08829431438127,2.89500946073794,3.09785366701425,NA,1.75083056478405,NA
11,2014,"Female",284,2.66666666666667,0.764705882352941,0.573943661971831,1.3680981595092,1.91636363636364,2.99636363636364,3.45454545454545,1.66181818181818,8.46909090909091,10.0290909090909,NA,NA,6.03457008244994,2.91078973843058,3.19109160613398,NA,1.80782918149466,NA
11,2014,"Male",278,1.33333333333333,0.75,0.530909090909091,1.26027397260274,2.34686346863469,2.27306273062731,4.03690036900369,1.90036900369004,7.62361623616236,10.5571955719557,NA,NA,6.00157575757576,2.86472408457968,3.14464285714286,NA,1.77536231884058,NA
12,2014,"Female",337,2.25,0.755102040816326,0.709580838323353,1.54042553191489,1.85151515151515,2.98787878787879,3.6,1.61818181818182,8.22121212121212,10.0575757575758,NA,NA,5.96328358208955,2.81821853741497,3.22201961770624,NA,1.88023952095808,NA
12,2014,"Male",328,1.80952380952381,0.931818181818182,0.584615384615385,1.3015873015873,2.24126984126984,2.2952380952381,3.91746031746032,1.93650793650794,7.42222222222222,10.3904761904762,NA,NA,5.97760736196319,2.82386049220912,3.17747724089636,NA,1.7469512195122,NA
13,2014,"Female",305,1.86666666666667,0.887323943661972,0.855263157894737,1.75384615384615,1.9,3.4,3.70344827586207,1.71034482758621,8.00687285223368,10.7137931034483,NA,NA,5.70323464912281,2.79831381733021,3.25631533101045,NA,1.91776315789474,NA
13,2014,"Male",319,2.29411764705882,0.789473684210526,0.785488958990536,1.37751004016064,2.22977346278317,2.12621359223301,4.04854368932039,1.77993527508091,7.11974110032362,10.1844660194175,NA,NA,5.85699263932702,2.74793252724287,3.20248501498501,NA,1.82965299684543,NA
14,2014,"Female",304,2.08571428571429,1.08870967741935,0.930693069306931,1.95357142857143,2.13,3.90333333333333,3.99666666666667,1.98,7.95333333333333,12.01,NA,NA,5.36124031007752,2.75049342105263,3.14094502665931,NA,1.88815789473684,NA
14,2014,"Male",345,2.39473684210526,0.829931972789116,0.868035190615836,1.4641638225256,2.28787878787879,2.17272727272727,4.03030303030303,1.84545454545455,6.99393939393939,10.3363636363636,NA,NA,5.74707602339181,2.66553848283499,3.24129114733142,NA,1.72434017595308,NA
15,2014,"Female",315,2.6078431372549,1.14736842105263,0.910828025477707,1.89752650176678,1.81967213114754,3.68852459016393,3.71803278688525,1.78688524590164,8.04918032786885,11.0131147540984,NA,NA,5.47545551982851,2.73842781557067,3.24934860736748,NA,1.92698412698413,NA
15,2014,"Male",286,2.20512820512821,1.18987341772152,0.903571428571429,1.49206349206349,2.02909090909091,2.22181818181818,3.87272727272727,1.77818181818182,6.91636363636364,9.90181818181818,NA,NA,5.82656065959953,2.71897269397269,3.31276595744681,NA,1.73239436619718,NA
10,2015,"Female",276,2.2,0.0133333333333333,0.367272727272727,1.30693069306931,NA,NA,NA,NA,NA,NA,4.06227106227106,NA,6.13121980676329,3.14492753623188,NA,3.23408225108225,2.09782608695652,1.59772127027562
10,2015,"Male",236,2.4,0.031496062992126,0.333333333333333,1.19736842105263,NA,NA,NA,NA,NA,NA,4.02586206896552,NA,5.94259259259259,3.21367521367521,NA,3.13892603850051,2.17381974248927,1.59510814632637
11,2015,"Female",258,2.8,0.102409638554217,0.593625498007968,1.23648648648649,NA,NA,NA,NA,NA,NA,3.99604743083004,NA,6.10833333333333,3.31889763779528,NA,3.2393322172619,2.07392996108949,1.57793200017037
11,2015,"Male",318,1.66666666666667,0.135294117647059,0.498392282958199,1.24675324675325,NA,NA,NA,NA,NA,NA,4.01602564102564,NA,6.03783068783069,3.16825396825397,NA,3.21504294755877,2.22870662460568,1.54679538552165
12,2015,"Female",272,2.28571428571429,0.119318181818182,0.769811320754717,1.62254901960784,NA,NA,NA,NA,NA,NA,3.77153558052434,NA,5.85928659286593,3.14869888475836,NA,3.11613951853804,2.11111111111111,1.50012257290035
