"age","year","sex","n","mean_smoke_freq","mean_drink_freq","mean_social_media","mean_online_hrs","mean_sdq_conduct","mean_sdq_emotion","mean_sdq_hyperact","mean_sdq_peers","mean_sdq_prosocial","mean_sdq_total","mean_health","mean_disability","mean_happiness_index","mean_parent_index","mean_sib_index","mean_selfesteem_index","mean_tvhrs_index","mean_leisure_index"
15,2018,"Male",218,1.96153846153846,1.23333333333333,0.931192660550459,1.90049751243781,1.89400921658986,2.49769585253456,3.94930875576037,1.97235023041475,7.01382488479263,10.3133640552995,NA,2.88425925925926,5.67281105990783,2.68942769768458,3.30918837148119,NA,1.73148148148148,NA
16,2018,"Female",6,1,1.33333333333333,1,2.16666666666667,0.666666666666667,3.66666666666667,2.33333333333333,0.5,8.33333333333333,7.16666666666667,NA,3,6,2.80952380952381,3.45,NA,1.5,NA
16,2018,"Male",6,1,1.66666666666667,1,1.83333333333333,1.33333333333333,2.16666666666667,2.83333333333333,1.33333333333333,7,7.66666666666667,NA,3,5.88888888888889,2.9047619047619,3.75,NA,1.33333333333333,NA
10,2019,"Female",204,2,1.57142857142857,0.492610837438424,1.19,NA,NA,NA,NA,NA,NA,4.17733990147783,2.92964824120603,6.11274509803922,3.25742574257426,NA,3.25816326530612,2.20343137254902,1.33728493728494
10,2019,"Male",181,1.2,0.636363636363636,0.458100558659218,1.13414634146341,NA,NA,NA,NA,NA,NA,4.02777777777778,2.85555555555556,5.98333333333333,3.22905027932961,NA,3.21130952380952,2.21067415730337,1.30883977900552
11,2019,"Female",204,1.83333333333333,0.5,0.738916256157635,1.52666666666667,NA,NA,NA,NA,NA,NA,4.04433497536946,2.88669950738916,6.02892156862745,3.25615763546798,NA,3.2200328407225,2.21674876847291,1.38478735316971
11,2019,"Male",215,2,0.615384615384615,0.635514018691589,1.38970588235294,NA,NA,NA,NA,NA,NA,3.93457943925234,2.79439252336449,5.92100775193798,3.42790697674419,NA,3.20852713178295,2.23364485981308,1.23736865638274
12,2019,"Female",221,1,0.615384615384615,0.844748858447489,1.58152173913043,NA,NA,NA,NA,NA,NA,3.85,2.88181818181818,5.8235294117647,3.34545454545455,NA,3.11325684119802,2.27601809954751,1.28722921121111
12,2019,"Male",194,1.33333333333333,0.652173913043478,0.766839378238342,1.48648648648649,NA,NA,NA,NA,NA,NA,3.953125,2.82722513089005,5.69240069084629,3.26178010471204,NA,3.16542009473947,2.26683937823834,1.23874432993604
13,2019,"Female",205,1.66666666666667,0.8,0.926829268292683,1.80952380952381,NA,NA,NA,NA,NA,NA,3.64356435643564,2.85074626865672,5.49211382113821,3.18536585365854,NA,2.968779178338,2.31707317073171,1.21183369476052
13,2019,"Male",227,2.08333333333333,0.829787234042553,0.902222222222222,1.46534653465347,NA,NA,NA,NA,NA,NA,3.87111111111111,2.82959641255605,5.76002949852507,3.05309734513274,NA,3.19816687737042,2.29295154185022,1.19912803789456
14,2019,"Female",235,1.85714285714286,1.10204081632653,0.927038626609442,2.13023255813953,NA,NA,NA,NA,NA,NA,3.65811965811966,2.84913793103448,5.3622695035461,2.92274678111588,NA,2.92161172161172,2.31489361702128,1.15037019717871
14,2019,"Male",178,2.875,0.745762711864407,0.909604519774011,1.70625,NA,NA,NA,NA,NA,NA,3.72727272727273,2.79545454545455,5.51883239171375,3.05084745762712,NA,3.07784911717496,2.19491525423729,1.14865003909948
15,2019,"Female",212,1.78571428571429,1.26271186440678,0.943396226415094,2.03,NA,NA,NA,NA,NA,NA,3.59715639810427,2.86124401913876,5.2751572327044,3.01895734597156,NA,2.92095463777928,2.26179245283019,1.14575471698113
15,2019,"Male",222,2.42424242424242,1.36363636363636,0.945945945945946,1.81428571428571,NA,NA,NA,NA,NA,NA,3.71171171171171,2.84615384615385,5.50975975975976,2.91441441441441,NA,3.08212676962677,2.2027027027027,1.05898755898756
16,2019,"Female",6,1,1,1,1.83333333333333,NA,NA,NA,NA,NA,NA,3.66666666666667,3,5.61111111111111,3.33333333333333,NA,3.125,2.16666666666667,1.41111111111111
16,2019,"Male",2,1,3,1,2,NA,NA,NA,NA,NA,NA,4,2.5,6.58333333333333,4,NA,3.5625,2.25,0.533333333333333
10,2020,"Female",155,NA,0,0.541935483870968,1.43373493975904,1.88387096774194,3.0258064516129,3.52903225806452,2.03870967741935,8.45161290322581,10.4774193548387,4.13071895424837,2.92903225806452,6.06644880174292,2.89247311827957,3.17586206896552,NA,1.73856209150327,NA
10,2020,"Male",181,1,0.666666666666667,0.538888888888889,1.68041237113402,2.25139664804469,2.92737430167598,4.72625698324022,2.20111731843575,7.6927374301676,12.1061452513966,4.00558659217877,2.83977900552486,5.95898876404494,2.87659826361484,3.12017276422764,NA,1.90555555555556,NA
11,2020,"Female",172,NA,0.5,0.723529411764706,1.5655737704918,1.82558139534884,3.06976744186047,3.44186046511628,1.67441860465116,8.31976744186047,10.0116279069767,4.06508875739645,2.86549707602339,5.98011695906433,2.87927740863787,3.23455598455598,NA,1.75903614457831,NA
11,2020,"Male",172,3,0.583333333333333,0.738372093023256,1.55555555555556,2.29239766081871,2.54970760233918,4.21637426900585,2.09941520467836,7.69590643274854,11.1578947368421,4.08235294117647,2.8,5.89365079365079,2.83965946843854,3.11715195632393,NA,1.92307692307692,NA
12,2020,"Female",174,1,0.428571428571429,0.890804597701149,1.81699346405229,1.86206896551724,3.26436781609195,3.93103448275862,1.59770114942529,8.20689655172414,10.6551724137931,3.91812865497076,2.87790697674419,5.78604651162791,2.85919540229885,3.27206551410373,NA,1.84883720930233,NA
12,2020,"Male",177,1,0.476190476190476,0.847457627118644,1.59333333333333,2.17045454545455,2.44886363636364,4.00568181818182,1.83522727272727,7.52272727272727,10.4602272727273,3.96590909090909,2.7909604519774,5.83939393939394,2.8302125369922,3.15672845087402,NA,1.87005649717514,NA
13,2020,"Female",197,1.75,0.88,0.928934010152284,2.07650273224044,1.90355329949239,3.95431472081218,3.89340101522843,2.10152284263959,8.0507614213198,11.8527918781726,3.73846153846154,2.85128205128205,5.61319796954315,2.84266376601402,3.19149159663866,NA,1.87817258883249,NA
13,2020,"Male",187,1.14285714285714,0.857142857142857,0.877005347593583,1.74233128834356,1.91397849462366,2.51612903225806,3.95698924731183,2.06451612903226,7.12903225806452,10.4516129032258,3.89784946236559,2.79144385026738,5.69528985507246,2.73144894321365,3.20541191936897,NA,1.77956989247312,NA
14,2020,"Female",162,1.57142857142857,0.964912280701754,0.975155279503106,2.19108280254777,1.90123456790123,4.1055900621118,4.11180124223602,2.21604938271605,7.90062111801242,12.3354037267081,3.62962962962963,2.7888198757764,5.34347826086957,2.7723544973545,3.2171378968254,NA,1.90740740740741,NA
14,2020,"Male",184,1.88888888888889,0.985507246376812,0.940217391304348,1.8728323699422,1.8695652173913,2.71739130434783,3.98369565217391,1.92934782608696,7.05434782608696,10.5,3.87978142076503,2.76502732240437,5.64590163934426,2.71239648033126,3.29940119760479,NA,1.86740331491713,NA
15,2020,"Female",197,2,1.27731092436975,0.974619289340102,2.21875,2.00510204081633,4.85204081632653,4.18367346938776,1.99489795918367,7.95918367346939,13.0357142857143,3.45177664974619,2.82233502538071,5.10807560137457,2.77800338409475,3.09072978303748,NA,1.92857142857143,NA
15,2020,"Male",140,2.94736842105263,1.08955223880597,0.935714285714286,1.96153846153846,2.21428571428571,2.98571428571429,4.37857142857143,2.19285714285714,6.81428571428571,11.7714285714286,3.67625899280576,2.77857142857143,5.42833333333333,2.68952380952381,3.3752035002035,NA,1.96402877697842,NA
16,2020,"Female",2,1,2.5,1,2.5,4,7.5,6,2,7.5,19.5,3,3,4.66666666666667,2.51428571428572,3.125,NA,2.5,NA
10,2021,"Female",116,1.66666666666667,0.5,0.643478260869565,1.40540540540541,NA,NA,NA,NA,NA,NA,4.10344827586207,2.91379310344828,5.97758620689655,3.34782608695652,NA,3.1582298136646,2.40086206896552,1.38731527093596
10,2021,"Male",133,1,0.333333333333333,0.518796992481203,1.55072463768116,NA,NA,NA,NA,NA,NA,4.07518796992481,2.80451127819549,5.94772727272727,3.5,NA,3.22296813462227,2.45075757575758,1.14929356357928
11,2021,"Female",130,1.5,0.2,0.75968992248062,1.52127659574468,NA,NA,NA,NA,NA,NA,4.05384615384615,2.82945736434109,5.873046875,3.41860465116279,NA,3.16190476190476,2.41923076923077,1.30654797398983
11,2021,"Male",138,2.33333333333333,0.583333333333333,0.666666666666667,1.43333333333333,NA,NA,NA,NA,NA,NA,4.10144927536232,2.85507246376812,5.95917874396135,3.46323529411765,NA,3.16875217240181,2.56521739130435,1.18419599723948
12,2021,"Female",159,1,0.608695652173913,0.80503144654088,1.6328125,NA,NA,NA,NA,NA,NA,3.89873417721519,2.86624203821656,5.57442348008386,3.34591194968553,NA,3.0093066786463,2.58805031446541,1.23205369054426
12,2021,"Male",143,1.33333333333333,0.619047619047619,0.839160839160839,1.59663865546218,NA,NA,NA,NA,NA,NA,3.99280575539568,2.79432624113475,5.69230769230769,3.39716312056738,NA,3.12294600938967,2.6048951048951,1.13943663174432
13,2021,"Female",131,1,1.03125,0.877862595419847,1.74782608695652,NA,NA,NA,NA,NA,NA,3.81538461538462,2.81538461538462,5.39769230769231,3.30534351145038,NA,2.97641766630316,2.78461538461538,1.17003607079943
13,2021,"Male",156,1.33333333333333,0.875,0.864516129032258,1.70454545454545,NA,NA,NA,NA,NA,NA,4.00641025641026,2.8525641025641,5.72649572649573,3.41025641025641,NA,3.11149267399267,2.65384615384615,1.12675401521555
14,2021,"Female",165,1.2,1.11864406779661,0.921212121212121,1.94039735099338,NA,NA,NA,NA,NA,NA,3.70807453416149,2.84242424242424,5.3369696969697,3.33939393939394,NA,2.91604965156794,2.8030303030303,1.16176046176046
14,2021,"Male",140,1.33333333333333,0.902439024390244,0.840579710144927,1.8,NA,NA,NA,NA,NA,NA,3.9568345323741,2.77857142857143,5.70654761904762,3.32374100719424,NA,3.09886128364389,2.74285714285714,1.10518544947116
15,2021,"Female",123,1.29411764705882,1.015625,0.975609756097561,1.70833333333333,NA,NA,NA,NA,NA,NA,3.68292682926829,2.84426229508197,5.22493224932249,3.29268292682927,NA,2.90635888501742,2.8130081300813,1.18416569879985
15,2021,"Male",127,2.5,1.35087719298246,0.905511811023622,1.8,NA,NA,NA,NA,NA,NA,3.84251968503937,2.8015873015873,5.47645502645503,3.10236220472441,NA,3.03697975253093,2.82677165354331,1.04791901012373
16,2021,"Female",1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,3,3,4.66666666666667,4,NA,3,2.5,1.28571428571429
10,2022,"Female",149,1,0.25,0.577181208053691,1.5952380952381,1.87162162162162,3.59183673469388,3.87162162162162,1.92567567567568,8.18918918918919,11.2585034013605,NA,2.85034013605442,5.88590604026846,2.88071268775967,3.05459054834055,NA,2.08163265306122,NA
10,2022,"Male",124,3,1.4,0.556451612903226,1.56521739130435,2.14634146341463,2.89430894308943,4.48780487804878,1.97560975609756,7.77235772357724,11.5040650406504,NA,2.86178861788618,6.0241935483871,2.89005376344086,3.16162591162591,NA,2.04032258064516,NA
11,2022,"Female",138,1,0.444444444444444,0.744525547445255,1.64356435643564,1.94852941176471,3.5,3.75,1.94852941176471,8.14705882352941,11.1470588235294,NA,2.91240875912409,5.77773722627737,2.8691856452726,3.2288665879575,NA,2.27737226277372,NA
11,2022,"Male",134,1,0.1,0.559701492537313,1.67567567567568,2.14285714285714,2.94736842105263,4.73880597014925,2.11940298507463,7.7910447761194,11.9848484848485,NA,2.79699248120301,6.05126262626263,2.86791044776119,3.17164408866995,NA,2.24812030075188,NA
12,2022,"Female",152,1,0.818181818181818,0.828947368421053,1.6984126984127,1.96710526315789,3.82119205298013,4.3112582781457,1.79605263157895,8.04605263157895,11.9333333333333,NA,2.86842105263158,5.66666666666667,2.86428571428571,3.12168367346939,NA,2.25165562913907,NA
12,2022,"Male",151,5,0.714285714285714,0.834437086092715,1.62698412698413,1.94666666666667,2.6530612244898,4.16666666666667,1.8,7.26666666666667,10.4149659863946,NA,2.86754966887417,5.78774834437086,2.86333964049196,3.25957482993197,NA,2.20134228187919,NA
13,2022,"Female",158,1.66666666666667,0.976190476190476,0.90506329113924,1.73239436619718,2.16455696202532,4.39873417721519,4.71974522292994,2.10759493670886,7.5253164556962,13.3694267515924,NA,2.79487179487179,5.29883966244726,2.84392706449668,3.02086466165414,NA,2.41290322580645,NA
13,2022,"Male",134,1,0.818181818181818,0.865671641791045,1.6551724137931,1.84962406015038,2.75373134328358,4.33834586466165,1.88805970149254,7.18796992481203,10.8646616541353,NA,2.75373134328358,5.71691542288557,2.72942430703625,3.15486194477791,NA,2.36567164179104,NA
14,2022,"Female",159,2.63636363636364,1.15625,0.936708860759494,1.83783783783784,2.09493670886076,4.92356687898089,4.75316455696202,2.56962025316456,7.62658227848101,14.375796178344,NA,2.81132075471698,5.16090146750524,2.78971248876909,3.27081095596133,NA,2.55483870967742,NA
14,2022,"Male",155,1.5,1.22727272727273,0.896774193548387,1.80575539568345,1.85714285714286,2.81818181818182,4.11688311688312,2.04545454545455,7.01307189542484,10.8376623376623,NA,2.79354838709677,5.68290043290043,2.72596006144393,3.27122724089636,NA,2.4025974025974,NA
15,2022,"Female",172,2.2,1.3804347826087,0.959302325581395,1.95151515151515,1.80232558139535,4.62790697674419,4.69767441860465,2.56395348837209,7.83720930232558,13.6918604651163,NA,2.78488372093023,5.23450980392157,2.76035437430786,3.23507712944333,NA,2.66860465116279,NA
15,2022,"Male",139,1.2,1.07462686567164,0.942446043165468,1.85384615384615,1.51079136690647,2.70503597122302,4.15827338129496,2.14388489208633,7.19424460431655,10.5179856115108,NA,2.85401459854015,5.55314009661836,2.68902021240151,3.32142857142857,NA,2.45652173913044,NA
16,2022,"Female",1,NA,2,1,2,1,6,3,0,8,10,NA,3,5.33333333333333,2.28571428571429,4,NA,2,NA
10,2023,"Female",150,1.5,1,0.543624161073825,1.34177215189873,NA,NA,NA,NA,NA,NA,4.14666666666667,2.81208053691275,5.83176733780761,3.34,NA,3.19551587301587,2.36666666666667,1.54497014097014
10,2023,"Male",117,NA,0,0.58974358974359,1.70149253731343,NA,NA,NA,NA,NA,NA,4,2.83620689655172,5.82621082621083,3.4051724137931,NA,3.13838013838014,2.44017094017094,1.29813092890016
11,2023,"Female",144,NA,0.166666666666667,0.722222222222222,1.51960784313725,NA,NA,NA,NA,NA,NA,4,2.85416666666667,5.65524475524476,3.29166666666667,NA,3.11164021164021,2.61188811188811,1.40695207570208
11,2023,"Male",109,1.5,0.5,0.688073394495413,1.5,NA,NA,NA,NA,NA,NA,3.92592592592593,2.8411214953271,5.71064814814815,3.34259259259259,NA,3.17458497160332,2.61926605504587,1.24285714285714
12,2023,"Female",142,1,0.95,0.866197183098592,1.57851239669421,NA,NA,NA,NA,NA,NA,3.83098591549296,2.88732394366197,5.33498817966903,3.21985815602837,NA,3.03412139503689,2.70212765957447,1.32113320951349
12,2023,"Male",130,1,0.714285714285714,0.761538461538461,1.5979381443299,NA,NA,NA,NA,NA,NA,3.97692307692308,2.80769230769231,5.71025641025641,3.4,NA,3.16794871794872,2.66153846153846,1.26111820995542
13,2023,"Female",137,2,0.705882352941177,0.91970802919708,1.752,NA,NA,NA,NA,NA,NA,3.93333333333333,2.85074626865672,5.39338235294118,3.28888888888889,NA,2.99889770723104,2.71897810218978,1.33833587337237
13,2023,"Male",142,1.33333333333333,0.65625,0.851063829787234,1.75423728813559,NA,NA,NA,NA,NA,NA,4.0709219858156,2.80714285714286,5.71173708920188,3.36170212765957,NA,3.15662782843634,2.73943661971831,1.15789738430584
14,2023,"Female",155,1.58333333333333,1.12121212121212,0.929032258064516,1.80555555555556,NA,NA,NA,NA,NA,NA,3.61038961038961,2.77922077922078,5.06559139784946,3.05844155844156,NA,2.90334869431644,2.91290322580645,1.22436251920123
14,2023,"Male",124,1.8,1.06382978723404,0.919354838709677,1.83333333333333,NA,NA,NA,NA,NA,NA,3.7741935483871,2.8130081300813,5.50672043010753,3.26612903225806,NA,3.07525921658986,2.77016129032258,1.18979165995295
15,2023,"Female",143,2.21052631578947,1.2125,0.937062937062937,1.84962406015038,NA,NA,NA,NA,NA,NA,3.62937062937063,2.77622377622378,5.04859154929578,3.02127659574468,NA,2.88394938394938,2.96153846153846,1.21575091575092
15,2023,"Male",130,2,1.42857142857143,0.907692307692308,1.88034188034188,NA,NA,NA,NA,NA,NA,3.96124031007752,2.75968992248062,5.50542635658915,3.24031007751938,NA,3.12119963369963,2.78846153846154,1.12051282051282
10,2024,"Female",113,NA,0,0.584070796460177,1.31666666666667,1.96428571428571,3.17857142857143,3.81081081081081,1.84821428571429,8.51785714285714,10.7747747747748,NA,2.9,6.01547619047619,2.89953645174884,3.17029702970297,NA,1.95535714285714,NA
10,2024,"Male",115,1,0.25,0.6,1.56923076923077,2.30434782608696,3.33913043478261,4.48695652173913,2.07826086956522,7.70434782608696,12.2086956521739,NA,2.74561403508772,5.80927536231884,2.90207039337474,3.23293245869777,NA,2.18260869565217,NA
11,2024,"Female",119,1,0.5,0.647058823529412,1.66233766233766,2.04237288135593,3.52542372881356,3.93220338983051,2.13559322033898,7.95762711864407,11.635593220339,NA,2.88983050847458,5.70910364145658,2.81292517006803,3.12132352941176,NA,2.03418803418803,NA
11,2024,"Male",104,1.5,1,0.769230769230769,1.67532467532468,2.20388349514563,2.49038461538462,4.10679611650485,1.84466019417476,7.50961538461539,10.6960784313725,NA,2.9009900990099,5.79647435897436,2.9117673992674,3.14520089285714,NA,2.25252525252525,NA
12,2024,"Female",145,1,0.384615384615385,0.875862068965517,1.62204724409449,2.13888888888889,4.32638888888889,4.52447552447552,2.32167832167832,7.70833333333333,13.3496503496504,NA,2.85815602836879,5.34068965517241,2.88579638752053,3.09749423963134,NA,2.37931034482759,NA
12,2024,"Male",113,NA,0.571428571428571,0.79646017699115,1.53409090909091,1.93805309734513,2.92920353982301,4.47787610619469,1.99115044247788,7.39823008849558,11.3362831858407,NA,2.82142857142857,5.60117994100295,2.8598398651496,3.20498585572843,NA,2.28318584070796,NA
13,2024,"Female",113,1,0.923076923076923,0.929203539823009,1.70192307692308,2.38938053097345,4.46902654867257,5.00884955752212,2.23008849557522,7.74336283185841,14.0973451327434,NA,2.82300884955752,5.21076696165192,2.78862199747156,3.03451127819549,NA,2.46428571428571,NA
13,2024,"Male",115,1.33333333333333,0.6,0.852173913043478,1.84210526315789,2.30973451327434,2.64035087719298,4.35087719298246,2.20175438596491,7.17543859649123,11.5044247787611,NA,2.78947368421053,5.62028985507246,2.79345755693582,3.24621212121212,NA,2.29464285714286,NA
14,2024,"Female",124,1.5,1.16279069767442,0.911290322580645,1.74336283185841,1.77235772357724,4.58536585365854,4.82113821138211,1.82926829268293,7.89430894308943,13.0081300813008,NA,2.80645161290323,5.30216802168022,2.77776497695853,3.11304209183673,NA,2.45161290322581,NA
14,2024,"Male",125,2.28571428571429,1.09090909090909,0.919354838709677,1.90178571428571,1.888,2.52,4.232,1.944,6.75,10.584,NA,2.864,5.62133333333333,2.70731428571429,3.30034013605442,NA,2.5241935483871,NA
15,2024,"Female",136,1.66666666666667,1.24657534246575,0.933823529411765,1.74603174603175,1.97777777777778,4.93333333333333,4.56617647058824,2.42962962962963,7.59558823529412,13.8666666666667,NA,2.77941176470588,5.05637254901961,2.81934523809524,3.0731981981982,NA,2.5037037037037,NA
15,2024,"Male",111,1.57142857142857,1.32692307692308,0.90990990990991,1.72727272727273,2.05454545454545,2.85454545454545,4.5,2.25454545454545,6.90909090909091,11.6636363636364,NA,2.74774774774775,5.32393939393939,2.70903045903046,3.14327067669173,NA,2.43636363636364,NA
